,Type 1,Type 2,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Legendary
92,Normal,Flying,60,189,70,60,60,100,False
93,Water,,65,124,55,45,70,45,False
94,Water,Ice,90,149,80,70,95,70,False
95,Poison,,80,159,50,40,50,25,False
96,Poison,,105,184,75,65,100,50,False
97,Water,,30,144,100,45,25,40,False
98,Water,Ice,50,174,180,85,45,70,False
99,Ghost,Poison,30,114,30,100,35,80,False
100,Ghost,Poison,45,129,45,115,55,95,False
101,Ghost,Poison,60,144,60,130,75,110,False
102,Ghost,Poison,60,144,80,170,95,130,False
103,Rock,Ground,35,124,160,30,45,70,False
104,Psychic,,60,127,45,43,90,42,False
105,Psychic,,85,152,70,73,115,67,False
106,Water,,30,184,90,25,25,50,False
107,Water,,55,209,115,50,50,75,False
108,Electric,,40,109,50,55,55,100,False
109,Electric,,60,129,70,80,80,140,False
110,Grass,Psychic,60,119,80,60,45,40,False
111,Grass,Psychic,95,174,85,125,65,55,False
112,Ground,,50,129,95,40,50,35,False
113,Ground,,60,159,110,50,80,45,False
114,Fighting,,50,199,53,35,110,87,False
115,Fighting,,50,184,79,35,110,76,False
116,Normal,,90,134,75,60,75,30,False
117,Poison,,40,144,95,60,45,35,False
118,Poison,,65,169,120,85,70,60,False
119,Ground,Rock,80,164,95,30,30,25,False
120,Ground,Rock,105,209,120,45,45,40,False
121,Normal,,250,84,5,35,105,50,False
122,Grass,,65,134,115,100,40,60,False
123,Normal,,105,174,80,40,80,90,False
124,Normal,,105,204,100,60,100,100,False
125,Water,,30,119,70,70,25,60,False
126,Water,,55,144,95,95,45,85,False
127,Water,,45,146,60,35,50,63,False
128,Water,,80,171,65,65,80,68,False
129,Water,,30,124,55,70,55,85,False
130,Water,Psychic,60,154,85,100,85,115,False
131,Psychic,Fairy,40,124,65,100,120,90,False
132,Bug,Flying,70,189,80,55,80,105,False
133,Ice,Psychic,65,129,35,115,95,95,False
134,Electric,,65,162,57,95,85,105,False
135,Fire,,65,174,57,100,85,93,False
136,Bug,,65,204,100,55,70,85,False
137,Bug,Flying,65,234,120,65,90,105,False
138,Normal,,75,179,95,40,70,110,False
139,Water,,20,89,55,15,20,80,False
140,Water,Flying,95,204,79,60,100,81,False
141,Water,Dark,95,234,109,70,130,81,False
142,Water,Ice,130,164,80,85,95,60,False
143,Normal,,48,127,48,48,48,48,False
144,Normal,,55,134,50,45,65,55,False
145,Water,,130,144,60,110,95,65,False
146,Electric,,65,144,60,110,95,130,False
147,Fire,,65,209,60,95,110,65,False
148,Normal,,65,139,70,85,75,40,False
149,Rock,Water,35,119,100,90,55,35,False
150,Rock,Water,70,139,125,115,70,55,False
151,Rock,Water,30,159,90,55,45,55,False
152,Rock,Water,60,194,105,65,70,80,False
153,Rock,Flying,80,184,65,60,75,130,False
154,Rock,Flying,80,214,85,70,95,150,False
155,Normal,,160,189,65,65,110,30,False
156,Ice,Flying,90,164,100,95,125,85,True
157,Electric,Flying,90,169,85,125,90,100,True
158,Fire,Flying,90,179,90,125,85,90,True
159,Dragon,,41,143,45,50,50,50,False
160,Dragon,,61,163,65,70,70,70,False
161,Dragon,Flying,91,213,95,100,100,80,False
162,Psychic,,106,189,90,154,90,130,True
163,Psychic,Fighting,106,269,100,154,100,130,True
164,Psychic,,106,229,70,194,120,140,True
165,Psychic,,100,179,100,100,100,100,False
166,Grass,,45,128,65,49,65,45,False
167,Grass,,60,141,80,63,80,60,False
168,Grass,,80,161,100,83,100,80,False
169,Fire,,39,131,43,60,50,65,False
170,Fire,,58,143,58,80,65,80,False
171,Fire,,78,163,78,109,85,100,False
172,Water,,50,144,64,44,48,43,False
173,Water,,65,159,80,59,63,58,False
174,Water,,85,184,100,79,83,78,False
175,Normal,,35,125,34,35,45,20,False
176,Normal,,85,155,64,45,55,90,False
177,Normal,Flying,60,109,30,36,56,50,False
178,Normal,Flying,100,129,50,76,96,70,False
179,Bug,Flying,40,99,30,40,80,55,False
180,Bug,Flying,55,114,50,55,110,85,False
181,Bug,Poison,40,139,40,40,40,30,False
182,Bug,Poison,70,169,70,60,60,40,False
183,Poison,Flying,85,169,80,70,80,130,False
184,Water,Electric,75,117,38,56,56,67,False
185,Water,Electric,125,137,58,76,76,67,False
186,Electric,,20,119,15,35,35,60,False
187,Fairy,,50,104,28,45,55,15,False
188,Normal,Fairy,90,109,15,40,20,15,False
189,Fairy,,35,99,65,40,65,20,False
190,Fairy,Flying,55,119,85,80,105,40,False
191,Psychic,Flying,40,129,45,70,45,70,False
192,Psychic,Flying,65,154,70,95,70,95,False
193,Electric,,55,119,40,65,45,35,False
194,Electric,,70,134,55,80,60,45,False
195,Electric,,90,154,85,115,90,55,False
196,Electric,Dragon,90,174,105,165,110,45,False
197,Grass,,75,159,95,90,100,50,False
198,Water,Fairy,70,99,50,20,50,40,False
199,Water,Fairy,100,129,80,60,80,50,False
200,Rock,,70,179,115,30,65,30,False
201,Water,,90,154,75,90,100,70,False
202,Grass,Flying,35,114,40,35,55,50,False
203,Grass,Flying,55,124,50,45,65,80,False
204,Grass,Flying,75,134,70,55,95,110,False
205,Normal,,55,149,55,40,55,85,False
206,Grass,,30,109,30,30,30,30,False
207,Grass,,75,154,55,105,85,30,False
208,Bug,Flying,65,144,45,75,45,95,False
209,Water,Ground,55,124,45,25,25,15,False
210,Water,Ground,95,164,85,65,65,35,False
211,Psychic,,65,144,60,130,95,110,False
212,Dark,,95,144,110,60,130,65,False
213,Dark,Flying,60,164,42,85,42,91,False
214,Water,Psychic,95,154,80,100,110,30,False
215,Ghost,,60,139,60,85,85,85,False
216,Psychic,,48,151,48,72,48,48,False
217,Psychic,,190,112,58,33,58,33,False
218,Normal,Psychic,70,159,65,90,65,85,False
219,Bug,,50,144,90,35,35,15,False
220,Bug,Steel,75,169,140,60,60,40,False
221,Normal,,100,149,70,65,65,45,False
222,Ground,Flying,65,154,105,35,65,85,False
223,Steel,Ground,75,164,200,55,65,30,False
224,Steel,Ground,75,204,230,55,95,30,False
225,Fairy,,60,159,50,40,40,30,False
226,Fairy,,90,199,75,60,60,45,False
227,Water,Poison,65,174,75,55,55,85,False
228,Bug,Steel,70,209,100,55,80,65,False
229,Bug,Steel,70,229,140,65,100,75,False
230,Bug,Rock,20,89,230,10,230,5,False
231,Bug,Fighting,80,204,75,40,95,85,False
232,Bug,Fighting,80,264,115,40,105,75,False
233,Dark,Ice,55,174,55,35,75,115,False
234,Normal,,60,159,50,50,50,40,False
235,Normal,,90,209,75,75,75,55,False
236,Fire,,40,119,40,70,40,20,False
237,Fire,Rock,50,129,120,80,80,30,False
238,Ice,Ground,50,129,40,30,30,50,False
239,Ice,Ground,100,179,80,60,60,50,False
240,Water,Rock,55,134,85,65,85,35,False
241,Water,,35,144,35,65,35,65,False
242,Water,,75,184,75,105,75,45,False
243,Ice,Flying,45,134,45,65,45,75,False
244,Water,Flying,65,119,70,80,140,70,False
245,Steel,Flying,65,159,140,40,70,70,False
246,Dark,Fire,45,139,30,80,50,65,False
247,Dark,Fire,75,169,50,110,80,95,False
248,Dark,Fire,75,169,90,140,90,115,False
249,Water,Dragon,75,174,95,95,95,85,False
250,Ground,,90,139,60,40,40,40,False
251,Ground,,90,199,120,60,60,50,False
252,Normal,,85,159,90,105,95,60,False
253,Normal,,73,174,62,85,65,85,False
254,Normal,,55,99,35,20,45,75,False
255,Fighting,,35,114,35,35,35,35,False
256,Fighting,,50,174,95,35,110,70,False
257,Ice,Psychic,45,109,15,85,65,65,False
258,Electric,,45,142,37,65,55,95,False
259,Fire,,45,154,37,70,55,83,False
260,Normal,,95,159,105,40,70,100,False
261,Normal,,255,89,10,75,135,55,False
262,Electric,,90,164,75,115,100,115,True
263,Fire,,115,194,85,90,75,100,True
264,Water,,100,154,115,90,115,85,True
265,Rock,Ground,50,143,50,45,50,41,False
266,Rock,Ground,70,163,70,65,70,51,False
267,Rock,Dark,100,213,110,95,100,61,False
268,Rock,Dark,100,243,150,95,120,71,False
269,Psychic,Flying,106,169,130,90,154,110,True
270,Fire,Flying,106,209,90,110,154,90,True
271,Psychic,Grass,100,179,100,100,100,100,False
272,Grass,,40,124,35,65,55,70,False
273,Grass,,50,144,45,85,65,95,False
274,Grass,,70,164,65,105,85,120,False
275,Grass,Dragon,70,189,75,145,85,145,False
276,Fire,,45,139,40,70,50,45,False
277,Fire,Fighting,60,164,60,85,60,55,False
278,Fire,Fighting,80,199,70,110,70,80,False
279,Fire,Fighting,80,239,80,130,80,100,False
280,Water,,50,149,50,50,50,40,False
281,Water,Ground,70,164,70,60,70,50,False
282,Water,Ground,100,189,90,85,90,60,False
283,Water,Ground,100,229,110,95,110,70,False
284,Dark,,35,134,35,30,30,35,False
285,Dark,,70,169,70,60,60,70,False
286,Normal,,38,109,41,30,41,60,False
287,Normal,,78,149,61,50,61,100,False
288,Bug,,45,124,35,20,30,20,False
289,Bug,,50,114,55,25,25,15,False
290,Bug,Flying,60,149,50,100,50,65,False
291,Bug,,50,114,55,25,25,15,False
292,Bug,Poison,60,129,70,50,90,65,False
293,Water,Grass,40,109,30,40,50,30,False
294,Water,Grass,60,129,50,60,70,50,False
295,Water,Grass,80,149,70,90,100,70,False
296,Grass,,40,119,50,30,30,30,False
297,Grass,Dark,70,149,40,60,40,60,False
298,Grass,Dark,90,179,60,90,60,80,False
299,Normal,Flying,40,134,30,30,30,85,False
300,Normal,Flying,60,164,60,50,50,125,False
301,Water,Flying,40,109,30,55,30,85,False
302,Water,Flying,60,129,100,85,70,65,False
303,Psychic,Fairy,28,104,25,45,35,40,False
304,Psychic,Fairy,38,114,35,65,55,50,False
305,Psychic,Fairy,68,144,65,125,115,80,False
306,Psychic,Fairy,68,164,65,165,135,100,False
307,Bug,Water,40,109,32,50,52,65,False
308,Bug,Flying,70,139,62,80,82,60,False
309,Grass,,60,119,60,40,60,35,False
310,Grass,Fighting,60,209,80,60,60,70,False
311,Normal,,60,139,60,35,35,30,False
312,Normal,,80,159,80,55,55,90,False
313,Normal,,150,239,100,95,65,100,False
314,Bug,Ground,31,124,90,30,30,40,False
315,Bug,Flying,61,169,45,50,50,160,False
316,Bug,Ghost,1,169,45,30,30,40,False
317,Normal,,64,130,23,51,23,28,False
318,Normal,,84,150,43,71,43,48,False
319,Normal,,104,170,63,91,73,68,False
320,Fighting,,72,139,30,20,30,25,False
321,Fighting,,144,199,60,40,60,50,False
322,Normal,Fairy,50,99,40,20,40,20,False
323,Rock,,30,124,135,45,90,30,False
324,Normal,,50,124,45,35,35,50,False
325,Normal,,70,144,65,55,55,70,False
326,Dark,Ghost,50,154,75,65,65,50,False
327,Dark,Ghost,50,164,125,85,115,20,False
328,Steel,Fairy,50,164,85,55,55,50,False
329,Steel,Fairy,50,184,125,55,95,50,False
330,Steel,Rock,50,149,100,40,40,30,False
331,Steel,Rock,60,169,140,50,50,40,False
332,Steel,Rock,70,189,180,60,60,50,False
333,Steel,,70,219,230,60,80,50,False
334,Fighting,Psychic,30,119,55,40,55,60,False
335,Fighting,Psychic,60,139,75,60,75,80,False
336,Fighting,Psychic,60,179,85,80,85,100,False
337,Electric,,40,124,40,65,40,65,False
338,Electric,,70,154,60,105,60,105,False
339,Electric,,70,154,80,135,80,135,False
340,Electric,,60,129,40,85,75,95,False
341,Electric,,60,119,50,75,85,95,False
342,Bug,,65,152,55,47,75,85,False
343,Bug,,65,126,55,73,75,85,False
344,Grass,Poison,50,139,45,100,80,65,False
345,Poison,,70,122,53,43,53,40,False
346,Poison,,100,152,83,73,83,55,False
347,Water,Dark,45,169,20,65,20,65,False
348,Water,Dark,70,199,40,95,40,95,False
349,Water,Dark,70,219,70,110,65,105,False
350,Water,,130,149,35,70,35,60,False
351,Water,,170,169,45,90,45,60,False
352,Fire,Ground,60,139,40,65,45,35,False
353,Fire,Ground,70,179,70,105,75,40,False
354,Fire,Ground,70,199,100,145,105,20,False
355,Fire,,70,164,140,85,70,20,False
356,Psychic,,60,104,35,70,80,60,False
357,Psychic,,80,124,65,90,110,80,False
358,Normal,,60,139,60,60,60,60,False
359,Ground,,45,179,45,45,45,10,False
360,Ground,Dragon,50,149,50,50,50,70,False
361,Ground,Dragon,80,179,80,80,80,100,False
362,Grass,,50,164,40,85,40,35,False
363,Grass,Dark,70,194,60,115,60,55,False
364,Normal,Flying,45,119,60,40,75,50,False
365,Dragon,Flying,75,149,90,70,105,80,False
366,Dragon,Fairy,75,189,110,110,105,80,False
367,Normal,,73,194,60,60,60,90,False
368,Poison,,73,179,60,100,60,65,False
369,Rock,Psychic,70,134,65,95,85,70,False
370,Rock,Psychic,70,174,85,55,65,70,False
371,Water,Ground,50,127,43,46,41,60,False
372,Water,Ground,110,157,73,76,71,60,False
373,Water,,43,159,65,50,35,35,False
374,Water,Dark,63,199,85,90,55,55,False
375,Ground,Psychic,40,119,55,40,70,55,False
376,Ground,Psychic,60,149,105,70,120,75,False
377,Rock,Grass,66,120,77,61,87,23,False
378,Rock,Grass,86,160,97,81,107,43,False
379,Rock,Bug,45,174,50,40,50,75,False
380,Rock,Bug,75,204,100,70,80,45,False
381,Water,,20,94,20,10,55,80,False
382,Water,,95,139,79,100,125,81,False
383,Normal,,70,149,70,70,70,70,False
384,Normal,,60,169,70,60,120,40,False
385,Ghost,,44,154,35,63,33,45,False
386,Ghost,,64,194,65,83,63,65,False
387,Ghost,,64,244,75,93,83,75,False
388,Ghost,,20,119,90,30,90,25,False
389,Ghost,,40,149,130,60,130,25,False
390,Grass,Flying,99,147,83,72,87,51,False
391,Psychic,,65,129,70,95,80,65,False
392,Dark,,65,209,60,75,60,75,False
393,Dark,,65,229,60,115,60,115,False
394,Psychic,,95,102,48,23,48,23,False
395,Ice,,50,129,50,50,50,50,False
396,Ice,,80,159,80,80,80,80,False
397,Ice,,80,199,80,120,80,100,False
398,Ice,Water,70,119,50,55,50,25,False
399,Ice,Water,90,139,70,75,70,45,False
400,Ice,Water,110,159,90,95,90,65,False
401,Water,,35,143,85,74,55,32,False
402,Water,,55,183,105,94,75,52,False
403,Water,,55,163,105,114,75,52,False
404,Water,Rock,100,169,130,45,65,55,False
405,Water,,43,109,55,40,65,97,False
406,Dragon,,45,154,60,40,30,50,False
407,Dragon,,65,174,100,60,50,50,False
408,Dragon,Flying,95,214,80,110,80,100,False
409,Dragon,Flying,95,224,130,120,90,120,False
410,Steel,Psychic,40,134,80,35,60,30,False
411,Steel,Psychic,60,154,100,55,80,50,False
412,Steel,Psychic,80,214,130,95,90,70,False
413,Steel,Psychic,80,224,150,105,110,110,False
414,Rock,,80,179,200,50,100,50,True
415,Ice,,80,129,100,100,200,50,True
416,Steel,,80,154,150,75,150,50,True
417,Dragon,Psychic,80,159,90,110,130,110,True
418,Dragon,Psychic,80,179,120,140,150,110,True
419,Dragon,Psychic,80,169,80,130,110,110,True
420,Dragon,Psychic,80,209,100,160,120,110,True
421,Water,,100,179,90,150,140,90,True
422,Water,,100,229,90,180,160,90,True
423,Ground,,100,229,140,100,90,90,True
424,Ground,Fire,100,259,160,150,90,90,True
425,Dragon,Flying,105,229,90,150,90,95,True
426,Dragon,Flying,105,259,100,180,100,115,True
427,Steel,Psychic,100,179,100,100,100,100,True
428,Psychic,,50,229,50,150,50,150,True
429,Psychic,,50,259,20,180,20,150,True
430,Psychic,,50,149,160,70,160,90,True
431,Psychic,,50,174,90,95,90,180,True
432,Grass,,55,147,64,45,55,31,False
433,Grass,,75,168,85,55,65,36,False
434,Grass,Ground,95,188,105,75,85,56,False
435,Fire,,44,137,44,58,44,61,False
436,Fire,Fighting,64,157,52,78,52,81,False
437,Fire,Fighting,76,183,71,104,71,108,False
438,Water,,53,130,53,61,56,40,False
439,Water,,64,145,68,81,76,50,False
440,Water,Steel,84,165,88,111,101,60,False
441,Normal,Flying,40,134,30,30,30,60,False
442,Normal,Flying,55,154,50,40,40,80,False
443,Normal,Flying,85,199,70,50,60,100,False
444,Normal,,59,124,40,35,40,31,False
445,Normal,Water,79,164,60,55,60,71,False
446,Bug,,37,104,41,25,41,25,False
447,Bug,,77,164,51,55,51,65,False
448,Electric,,45,144,34,40,34,45,False
449,Electric,,60,164,49,60,49,60,False
450,Electric,,80,199,79,95,79,70,False
451,Grass,Poison,40,109,35,50,70,55,False
452,Grass,Poison,60,149,65,125,105,90,False
453,Rock,,67,204,40,30,30,58,False
454,Rock,,97,244,60,65,50,58,False
455,Rock,Steel,30,121,118,42,88,30,False
456,Rock,Steel,60,131,168,47,138,30,False
457,Bug,,40,108,45,29,45,36,False
458,Bug,Grass,60,138,85,79,105,36,False
459,Bug,Ground,60,158,105,59,85,36,False
460,Bug,Steel,60,148,95,69,95,36,False
461,Bug,Flying,70,173,50,94,50,66,False
462,Bug,Flying,30,109,42,30,42,70,False
463,Bug,Flying,70,159,102,80,102,40,False
464,Electric,,60,124,70,45,90,95,False
465,Water,,55,144,35,60,30,85,False
466,Water,,85,184,55,85,50,115,False
467,Grass,,45,114,45,62,53,35,False
468,Grass,,70,139,70,87,78,85,False
469,Water,,76,127,48,57,62,34,False
470,Water,Ground,111,162,68,92,82,39,False
471,Normal,,75,179,66,60,66,115,False
472,Ghost,Flying,90,129,34,60,44,70,False
473,Ghost,Flying,150,159,44,90,54,80,False
474,Normal,,55,145,44,44,56,85,False
475,Normal,,65,155,84,54,96,105,False
476,Normal,Fighting,65,215,94,54,96,135,False
477,Ghost,,60,139,60,105,105,105,False
478,Dark,Flying,100,204,52,105,52,71,False
479,Normal,,49,134,42,42,37,85,False
480,Normal,,71,161,64,64,59,112,False
481,Psychic,,45,109,50,65,50,45,False
482,Poison,Dark,63,142,47,41,41,74,False
483,Poison,Dark,103,172,67,71,61,84,False
484,Steel,Psychic,57,103,86,24,86,23,False
485,Steel,Psychic,67,168,116,79,116,33,False
486,Rock,,50,159,95,10,45,10,False
487,Psychic,Fairy,20,104,45,70,90,60,False
488,Normal,,100,84,5,15,65,30,False
489,Normal,Flying,76,144,45,92,42,91,False
490,Ghost,Dark,50,171,108,92,108,35,False
491,Dragon,Ground,58,149,45,40,45,42,False
492,Dragon,Ground,68,169,65,50,55,82,False
493,Dragon,Ground,108,209,95,80,85,102,False
494,Dragon,Ground,108,249,115,120,95,92,False
495,Normal,,135,164,40,40,85,5,False
496,Fighting,,40,149,40,35,40,60,False
497,Fighting,Steel,70,189,70,115,70,90,False
498,Fighting,Steel,70,224,88,140,70,112,False
499,Ground,,68,151,78,38,42,32,False
500,Ground,,108,191,118,68,72,47,False
501,Poison,Bug,40,129,90,30,55,65,False
502,Poison,Dark,70,169,110,60,75,95,False
503,Poison,Fighting,48,140,40,61,40,50,False
504,Poison,Fighting,83,185,65,86,65,85,False
505,Grass,,74,179,72,90,72,46,False
506,Water,,49,128,56,49,61,66,False
507,Water,,69,148,76,69,86,91,False
508,Water,Flying,45,99,50,60,120,50,False
509,Grass,Ice,60,141,50,62,60,40,False
510,Grass,Ice,90,171,75,92,85,60,False
511,Grass,Ice,90,211,105,132,105,30,False
512,Dark,Ice,70,199,65,45,85,125,False
513,Electric,Steel,70,149,115,130,90,60,False
514,Normal,,110,164,95,80,95,50,False
515,Ground,Rock,115,219,130,55,55,40,False
516,Grass,,100,179,125,110,50,50,False
517,Electric,,75,202,67,95,85,95,False
518,Fire,,75,174,67,125,95,83,False
519,Fairy,Flying,85,129,95,120,115,80,False
520,Bug,Flying,86,155,86,116,56,95,False
521,Grass,,65,189,130,60,65,95,False
522,Ice,,65,139,110,130,95,65,False
523,Ground,Flying,75,174,125,45,75,95,False
524,Ice,Ground,110,209,80,70,60,80,False
525,Normal,,85,159,70,135,75,90,False
526,Psychic,Fighting,68,204,65,65,115,80,False
527,Psychic,Fighting,68,244,95,65,115,110,False
528,Rock,Steel,60,134,145,75,150,40,False
529,Ghost,,45,179,135,65,135,45,False
530,Ice,Ghost,70,159,70,80,70,110,False
531,Electric,Ghost,50,129,77,95,77,91,False
532,Electric,Fire,50,144,107,105,107,86,False
533,Electric,Water,50,144,107,105,107,86,False
534,Electric,Ice,50,144,107,105,107,86,False
535,Electric,Flying,50,144,107,105,107,86,False
536,Electric,Grass,50,144,107,105,107,86,False
537,Psychic,,75,154,130,75,130,95,True
538,Psychic,,80,184,105,105,105,80,True
539,Psychic,,75,204,70,125,70,115,True
540,Steel,Dragon,100,199,120,150,100,90,True
541,Water,Dragon,90,199,100,150,120,100,True
542,Fire,Steel,91,169,106,130,106,77,True
543,Normal,,110,239,110,80,110,100,True
544,Ghost,Dragon,150,179,120,100,120,90,True
545,Ghost,Dragon,150,199,100,120,100,90,True
546,Psychic,,120,149,120,75,130,85,False
547,Water,,80,159,80,80,80,80,False
548,Water,,100,179,100,100,100,100,False
549,Dark,,70,169,90,135,90,125,True
550,Grass,,100,179,100,100,100,100,True
551,Grass,Flying,100,182,75,120,75,127,True
552,Normal,,120,199,120,120,120,120,True
553,Psychic,Fire,100,179,100,100,100,100,True
554,Grass,,45,124,55,45,55,63,False
555,Grass,,60,139,75,60,75,83,False
556,Grass,,75,154,95,75,95,113,False
557,Fire,,65,142,45,45,45,45,False
558,Fire,Fighting,90,172,55,70,55,55,False
559,Fire,Fighting,110,202,65,100,65,65,False
560,Water,,55,134,45,63,45,45,False
561,Water,,75,154,60,83,60,60,False
562,Water,,95,179,85,108,70,70,False
563,Normal,,45,134,39,35,39,42,False
564,Normal,,60,164,69,60,69,77,False
565,Normal,,45,139,45,25,45,55,False
566,Normal,,65,159,65,35,65,60,False
567,Normal,,85,189,90,45,90,80,False
568,Dark,,41,129,37,50,37,66,False
569,Dark,,64,167,50,88,50,106,False
570,Grass,,50,132,48,53,48,64,False
571,Grass,,75,177,63,98,63,101,False
572,Fire,,50,132,48,53,48,64,False
573,Fire,,75,177,63,98,63,101,False
574,Water,,50,132,48,53,48,64,False
575,Water,,75,177,63,98,63,101,False
576,Psychic,,76,104,45,67,55,24,False
577,Psychic,,116,134,85,107,95,29,False
578,Normal,Flying,50,134,50,36,30,43,False
579,Normal,Flying,62,156,62,50,42,65,False
580,Normal,Flying,80,194,80,65,55,93,False
581,Electric,,45,139,32,50,32,76,False
582,Electric,,75,179,63,80,63,116,False
583,Rock,,55,154,85,25,25,15,False
584,Rock,,70,184,105,50,40,20,False
585,Rock,,85,214,130,60,80,25,False
586,Psychic,Flying,55,124,43,55,43,72,False
587,Psychic,Flying,67,136,55,77,55,114,False
588,Ground,,60,164,40,30,45,68,False
589,Ground,Steel,110,214,60,50,65,88,False
590,Normal,,103,139,86,60,86,50,False
591,Normal,Fairy,103,139,126,80,126,50,False
592,Fighting,,75,159,55,25,35,35,False
593,Fighting,,85,184,85,40,50,40,False
594,Fighting,,105,219,95,55,65,45,False
595,Water,,50,129,40,50,40,64,False
596,Water,Ground,75,144,55,65,55,69,False
597,Water,Ground,105,174,75,85,75,74,False
598,Fighting,,120,179,85,30,85,45,False
599,Fighting,,75,204,75,30,75,85,False
600,Bug,Grass,45,132,70,40,60,42,False
601,Bug,Grass,55,142,90,50,80,42,False
602,Bug,Grass,75,182,80,70,80,92,False
603,Bug,Poison,30,124,59,30,39,57,False
604,Bug,Poison,40,134,99,40,79,47,False
605,Bug,Poison,60,179,89,55,69,112,False
606,Grass,Fairy,40,106,60,37,50,66,False
607,Grass,Fairy,60,146,85,77,75,116,False
608,Grass,,45,114,50,70,50,30,False
609,Grass,,70,139,75,110,75,90,False
610,Water,,70,171,65,80,55,98,False
611,Ground,Dark,50,151,35,35,35,65,False
612,Ground,Dark,60,161,45,45,45,74,False
613,Ground,Dark,95,196,80,65,70,92,False
