,Type 1,Type 2,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Legendary
61,Fighting,,40,80,35,35,45,138,False
62,Fighting,,65,105,60,60,70,163,False
63,Fire,,55,70,45,70,50,128,False
64,Fire,,90,110,80,100,80,163,False
65,Water,,40,50,40,40,40,158,False
66,Water,,65,65,65,50,50,158,False
67,Water,Fighting,90,95,95,70,90,138,False
68,Psychic,,25,20,15,105,55,158,False
69,Psychic,,40,35,30,120,70,173,False
70,Psychic,,55,50,45,135,95,188,False
71,Psychic,,55,50,65,175,95,218,False
72,Fighting,,70,80,50,35,35,103,False
73,Fighting,,80,100,70,50,60,113,False
74,Fighting,,90,130,80,65,85,123,False
75,Grass,Poison,50,75,35,70,30,108,False
76,Grass,Poison,65,90,50,85,45,123,False
77,Grass,Poison,80,105,65,100,70,138,False
78,Water,Poison,40,40,35,50,100,138,False
79,Water,Poison,80,70,65,80,120,168,False
80,Rock,Ground,40,80,100,30,30,88,False
81,Rock,Ground,55,95,115,45,45,103,False
82,Rock,Ground,80,120,130,55,65,113,False
83,Fire,,50,85,55,65,65,158,False
84,Fire,,65,100,70,80,80,173,False
85,Water,Psychic,90,65,65,40,40,83,False
86,Water,Psychic,95,75,110,100,80,98,False
87,Water,Psychic,95,75,180,130,80,98,False
88,Electric,Steel,25,35,70,95,55,113,False
89,Electric,Steel,50,60,95,120,70,138,False
90,Normal,Flying,52,65,55,58,62,128,False
91,Normal,Flying,35,85,45,35,35,143,False
92,Normal,Flying,60,110,70,60,60,168,False
93,Water,,65,45,55,45,70,113,False
94,Water,Ice,90,70,80,70,95,138,False
95,Poison,,80,80,50,40,50,93,False
96,Poison,,105,105,75,65,100,118,False
97,Water,,30,65,100,45,25,108,False
98,Water,Ice,50,95,180,85,45,138,False
99,Ghost,Poison,30,35,30,100,35,148,False
100,Ghost,Poison,45,50,45,115,55,163,False
101,Ghost,Poison,60,65,60,130,75,178,False
102,Ghost,Poison,60,65,80,170,95,198,False
103,Rock,Ground,35,45,160,30,45,138,False
104,Psychic,,60,48,45,43,90,110,False
105,Psychic,,85,73,70,73,115,135,False
106,Water,,30,105,90,25,25,118,False
107,Water,,55,130,115,50,50,143,False
108,Electric,,40,30,50,55,55,168,False
109,Electric,,60,50,70,80,80,208,False
110,Grass,Psychic,60,40,80,60,45,108,False
111,Grass,Psychic,95,95,85,125,65,123,False
112,Ground,,50,50,95,40,50,103,False
113,Ground,,60,80,110,50,80,113,False
114,Fighting,,50,120,53,35,110,155,False
115,Fighting,,50,105,79,35,110,144,False
116,Normal,,90,55,75,60,75,98,False
117,Poison,,40,65,95,60,45,103,False
118,Poison,,65,90,120,85,70,128,False
119,Ground,Rock,80,85,95,30,30,93,False
120,Ground,Rock,105,130,120,45,45,108,False
121,Normal,,250,5,5,35,105,118,False
122,Grass,,65,55,115,100,40,128,False
123,Normal,,105,95,80,40,80,158,False
124,Normal,,105,125,100,60,100,168,False
125,Water,,30,40,70,70,25,128,False
126,Water,,55,65,95,95,45,153,False
127,Water,,45,67,60,35,50,131,False
128,Water,,80,92,65,65,80,136,False
129,Water,,30,45,55,70,55,153,False
130,Water,Psychic,60,75,85,100,85,183,False
131,Psychic,Fairy,40,45,65,100,120,158,False
132,Bug,Flying,70,110,80,55,80,173,False
133,Ice,Psychic,65,50,35,115,95,163,False
134,Electric,,65,83,57,95,85,173,False
135,Fire,,65,95,57,100,85,161,False
136,Bug,,65,125,100,55,70,153,False
137,Bug,Flying,65,155,120,65,90,173,False
138,Normal,,75,100,95,40,70,178,False
139,Water,,20,10,55,15,20,148,False
140,Water,Flying,95,125,79,60,100,149,False
141,Water,Dark,95,155,109,70,130,149,False
142,Water,Ice,130,85,80,85,95,128,False
143,Normal,,48,48,48,48,48,116,False
144,Normal,,55,55,50,45,65,123,False
145,Water,,130,65,60,110,95,133,False
146,Electric,,65,65,60,110,95,198,False
147,Fire,,65,130,60,95,110,133,False
148,Normal,,65,60,70,85,75,108,False
149,Rock,Water,35,40,100,90,55,103,False
150,Rock,Water,70,60,125,115,70,123,False
151,Rock,Water,30,80,90,55,45,123,False
152,Rock,Water,60,115,105,65,70,148,False
153,Rock,Flying,80,105,65,60,75,198,False
154,Rock,Flying,80,135,85,70,95,218,False
155,Normal,,160,110,65,65,110,98,False
156,Ice,Flying,90,85,100,95,125,153,True
157,Electric,Flying,90,90,85,125,90,168,True
158,Fire,Flying,90,100,90,125,85,158,True
159,Dragon,,41,64,45,50,50,118,False
160,Dragon,,61,84,65,70,70,138,False
161,Dragon,Flying,91,134,95,100,100,148,False
162,Psychic,,106,110,90,154,90,198,True
163,Psychic,Fighting,106,190,100,154,100,198,True
164,Psychic,,106,150,70,194,120,208,True
165,Psychic,,100,100,100,100,100,168,False
166,Grass,,45,49,65,49,65,113,False
167,Grass,,60,62,80,63,80,128,False
168,Grass,,80,82,100,83,100,148,False
169,Fire,,39,52,43,60,50,133,False
170,Fire,,58,64,58,80,65,148,False
171,Fire,,78,84,78,109,85,168,False
172,Water,,50,65,64,44,48,111,False
173,Water,,65,80,80,59,63,126,False
174,Water,,85,105,100,79,83,146,False
175,Normal,,35,46,34,35,45,88,False
176,Normal,,85,76,64,45,55,158,False
177,Normal,Flying,60,30,30,36,56,118,False
178,Normal,Flying,100,50,50,76,96,138,False
179,Bug,Flying,40,20,30,40,80,123,False
180,Bug,Flying,55,35,50,55,110,153,False
181,Bug,Poison,40,60,40,40,40,98,False
182,Bug,Poison,70,90,70,60,60,108,False
183,Poison,Flying,85,90,80,70,80,198,False
184,Water,Electric,75,38,38,56,56,135,False
185,Water,Electric,125,58,58,76,76,135,False
186,Electric,,20,40,15,35,35,128,False
187,Fairy,,50,25,28,45,55,83,False
188,Normal,Fairy,90,30,15,40,20,83,False
189,Fairy,,35,20,65,40,65,88,False
190,Fairy,Flying,55,40,85,80,105,108,False
191,Psychic,Flying,40,50,45,70,45,138,False
192,Psychic,Flying,65,75,70,95,70,163,False
193,Electric,,55,40,40,65,45,103,False
194,Electric,,70,55,55,80,60,113,False
195,Electric,,90,75,85,115,90,123,False
196,Electric,Dragon,90,95,105,165,110,113,False
197,Grass,,75,80,95,90,100,118,False
198,Water,Fairy,70,20,50,20,50,108,False
199,Water,Fairy,100,50,80,60,80,118,False
200,Rock,,70,100,115,30,65,98,False
201,Water,,90,75,75,90,100,138,False
202,Grass,Flying,35,35,40,35,55,118,False
203,Grass,Flying,55,45,50,45,65,148,False
204,Grass,Flying,75,55,70,55,95,178,False
205,Normal,,55,70,55,40,55,153,False
206,Grass,,30,30,30,30,30,98,False
207,Grass,,75,75,55,105,85,98,False
208,Bug,Flying,65,65,45,75,45,163,False
209,Water,Ground,55,45,45,25,25,83,False
210,Water,Ground,95,85,85,65,65,103,False
211,Psychic,,65,65,60,130,95,178,False
212,Dark,,95,65,110,60,130,133,False
213,Dark,Flying,60,85,42,85,42,159,False
214,Water,Psychic,95,75,80,100,110,98,False
215,Ghost,,60,60,60,85,85,153,False
216,Psychic,,48,72,48,72,48,116,False
217,Psychic,,190,33,58,33,58,101,False
218,Normal,Psychic,70,80,65,90,65,153,False
219,Bug,,50,65,90,35,35,83,False
220,Bug,Steel,75,90,140,60,60,108,False
221,Normal,,100,70,70,65,65,113,False
222,Ground,Flying,65,75,105,35,65,153,False
223,Steel,Ground,75,85,200,55,65,98,False
224,Steel,Ground,75,125,230,55,95,98,False
225,Fairy,,60,80,50,40,40,98,False
226,Fairy,,90,120,75,60,60,113,False
227,Water,Poison,65,95,75,55,55,153,False
228,Bug,Steel,70,130,100,55,80,133,False
229,Bug,Steel,70,150,140,65,100,143,False
230,Bug,Rock,20,10,230,10,230,73,False
231,Bug,Fighting,80,125,75,40,95,153,False
232,Bug,Fighting,80,185,115,40,105,143,False
233,Dark,Ice,55,95,55,35,75,183,False
234,Normal,,60,80,50,50,50,108,False
235,Normal,,90,130,75,75,75,123,False
236,Fire,,40,40,40,70,40,88,False
237,Fire,Rock,50,50,120,80,80,98,False
238,Ice,Ground,50,50,40,30,30,118,False
239,Ice,Ground,100,100,80,60,60,118,False
240,Water,Rock,55,55,85,65,85,103,False
241,Water,,35,65,35,65,35,133,False
242,Water,,75,105,75,105,75,113,False
243,Ice,Flying,45,55,45,65,45,143,False
244,Water,Flying,65,40,70,80,140,138,False
245,Steel,Flying,65,80,140,40,70,138,False
246,Dark,Fire,45,60,30,80,50,133,False
247,Dark,Fire,75,90,50,110,80,163,False
248,Dark,Fire,75,90,90,140,90,183,False
249,Water,Dragon,75,95,95,95,95,153,False
250,Ground,,90,60,60,40,40,108,False
251,Ground,,90,120,120,60,60,118,False
252,Normal,,85,80,90,105,95,128,False
253,Normal,,73,95,62,85,65,153,False
254,Normal,,55,20,35,20,45,143,False
255,Fighting,,35,35,35,35,35,103,False
256,Fighting,,50,95,95,35,110,138,False
257,Ice,Psychic,45,30,15,85,65,133,False
258,Electric,,45,63,37,65,55,163,False
259,Fire,,45,75,37,70,55,151,False
260,Normal,,95,80,105,40,70,168,False
261,Normal,,255,10,10,75,135,123,False
262,Electric,,90,85,75,115,100,183,True
263,Fire,,115,115,85,90,75,168,True
264,Water,,100,75,115,90,115,153,True
265,Rock,Ground,50,64,50,45,50,109,False
266,Rock,Ground,70,84,70,65,70,119,False
267,Rock,Dark,100,134,110,95,100,129,False
268,Rock,Dark,100,164,150,95,120,139,False
269,Psychic,Flying,106,90,130,90,154,178,True
270,Fire,Flying,106,130,90,110,154,158,True
271,Psychic,Grass,100,100,100,100,100,168,False
272,Grass,,40,45,35,65,55,138,False
273,Grass,,50,65,45,85,65,163,False
274,Grass,,70,85,65,105,85,188,False
275,Grass,Dragon,70,110,75,145,85,213,False
276,Fire,,45,60,40,70,50,113,False
277,Fire,Fighting,60,85,60,85,60,123,False
278,Fire,Fighting,80,120,70,110,70,148,False
279,Fire,Fighting,80,160,80,130,80,168,False
280,Water,,50,70,50,50,50,108,False
281,Water,Ground,70,85,70,60,70,118,False
282,Water,Ground,100,110,90,85,90,128,False
283,Water,Ground,100,150,110,95,110,138,False
284,Dark,,35,55,35,30,30,103,False
285,Dark,,70,90,70,60,60,138,False
286,Normal,,38,30,41,30,41,128,False
287,Normal,,78,70,61,50,61,168,False
288,Bug,,45,45,35,20,30,88,False
289,Bug,,50,35,55,25,25,83,False
290,Bug,Flying,60,70,50,100,50,133,False
291,Bug,,50,35,55,25,25,83,False
292,Bug,Poison,60,50,70,50,90,133,False
293,Water,Grass,40,30,30,40,50,98,False
294,Water,Grass,60,50,50,60,70,118,False
295,Water,Grass,80,70,70,90,100,138,False
296,Grass,,40,40,50,30,30,98,False
297,Grass,Dark,70,70,40,60,40,128,False
298,Grass,Dark,90,100,60,90,60,148,False
299,Normal,Flying,40,55,30,30,30,153,False
300,Normal,Flying,60,85,60,50,50,193,False
301,Water,Flying,40,30,30,55,30,153,False
302,Water,Flying,60,50,100,85,70,133,False
303,Psychic,Fairy,28,25,25,45,35,108,False
304,Psychic,Fairy,38,35,35,65,55,118,False
305,Psychic,Fairy,68,65,65,125,115,148,False
306,Psychic,Fairy,68,85,65,165,135,168,False
307,Bug,Water,40,30,32,50,52,133,False
308,Bug,Flying,70,60,62,80,82,128,False
309,Grass,,60,40,60,40,60,103,False
310,Grass,Fighting,60,130,80,60,60,138,False
311,Normal,,60,60,60,35,35,98,False
312,Normal,,80,80,80,55,55,158,False
313,Normal,,150,160,100,95,65,168,False
314,Bug,Ground,31,45,90,30,30,108,False
315,Bug,Flying,61,90,45,50,50,228,False
316,Bug,Ghost,1,90,45,30,30,108,False
317,Normal,,64,51,23,51,23,96,False
318,Normal,,84,71,43,71,43,116,False
319,Normal,,104,91,63,91,73,136,False
320,Fighting,,72,60,30,20,30,93,False
321,Fighting,,144,120,60,40,60,118,False
322,Normal,Fairy,50,20,40,20,40,88,False
323,Rock,,30,45,135,45,90,98,False
324,Normal,,50,45,45,35,35,118,False
325,Normal,,70,65,65,55,55,138,False
326,Dark,Ghost,50,75,75,65,65,118,False
327,Dark,Ghost,50,85,125,85,115,88,False
328,Steel,Fairy,50,85,85,55,55,118,False
329,Steel,Fairy,50,105,125,55,95,118,False
330,Steel,Rock,50,70,100,40,40,98,False
331,Steel,Rock,60,90,140,50,50,108,False
332,Steel,Rock,70,110,180,60,60,118,False
333,Steel,,70,140,230,60,80,118,False
334,Fighting,Psychic,30,40,55,40,55,128,False
335,Fighting,Psychic,60,60,75,60,75,148,False
336,Fighting,Psychic,60,100,85,80,85,168,False
337,Electric,,40,45,40,65,40,133,False
338,Electric,,70,75,60,105,60,173,False
339,Electric,,70,75,80,135,80,203,False
340,Electric,,60,50,40,85,75,163,False
341,Electric,,60,40,50,75,85,163,False
342,Bug,,65,73,55,47,75,153,False
343,Bug,,65,47,55,73,75,153,False
344,Grass,Poison,50,60,45,100,80,133,False
345,Poison,,70,43,53,43,53,108,False
346,Poison,,100,73,83,73,83,123,False
347,Water,Dark,45,90,20,65,20,133,False
348,Water,Dark,70,120,40,95,40,163,False
349,Water,Dark,70,140,70,110,65,173,False
350,Water,,130,70,35,70,35,128,False
351,Water,,170,90,45,90,45,128,False
352,Fire,Ground,60,60,40,65,45,103,False
353,Fire,Ground,70,100,70,105,75,108,False
354,Fire,Ground,70,120,100,145,105,88,False
355,Fire,,70,85,140,85,70,88,False
356,Psychic,,60,25,35,70,80,128,False
357,Psychic,,80,45,65,90,110,148,False
358,Normal,,60,60,60,60,60,128,False
359,Ground,,45,100,45,45,45,78,False
360,Ground,Dragon,50,70,50,50,50,138,False
361,Ground,Dragon,80,100,80,80,80,168,False
362,Grass,,50,85,40,85,40,103,False
363,Grass,Dark,70,115,60,115,60,123,False
364,Normal,Flying,45,40,60,40,75,118,False
365,Dragon,Flying,75,70,90,70,105,148,False
366,Dragon,Fairy,75,110,110,110,105,148,False
367,Normal,,73,115,60,60,60,158,False
368,Poison,,73,100,60,100,60,133,False
369,Rock,Psychic,70,55,65,95,85,138,False
370,Rock,Psychic,70,95,85,55,65,138,False
371,Water,Ground,50,48,43,46,41,128,False
372,Water,Ground,110,78,73,76,71,128,False
373,Water,,43,80,65,50,35,103,False
374,Water,Dark,63,120,85,90,55,123,False
375,Ground,Psychic,40,40,55,40,70,123,False
376,Ground,Psychic,60,70,105,70,120,143,False
377,Rock,Grass,66,41,77,61,87,91,False
378,Rock,Grass,86,81,97,81,107,111,False
379,Rock,Bug,45,95,50,40,50,143,False
380,Rock,Bug,75,125,100,70,80,113,False
381,Water,,20,15,20,10,55,148,False
382,Water,,95,60,79,100,125,149,False
383,Normal,,70,70,70,70,70,138,False
384,Normal,,60,90,70,60,120,108,False
385,Ghost,,44,75,35,63,33,113,False
386,Ghost,,64,115,65,83,63,133,False
387,Ghost,,64,165,75,93,83,143,False
388,Ghost,,20,40,90,30,90,93,False
389,Ghost,,40,70,130,60,130,93,False
390,Grass,Flying,99,68,83,72,87,119,False
391,Psychic,,65,50,70,95,80,133,False
392,Dark,,65,130,60,75,60,143,False
393,Dark,,65,150,60,115,60,183,False
394,Psychic,,95,23,48,23,48,91,False
395,Ice,,50,50,50,50,50,118,False
396,Ice,,80,80,80,80,80,148,False
397,Ice,,80,120,80,120,80,168,False
398,Ice,Water,70,40,50,55,50,93,False
399,Ice,Water,90,60,70,75,70,113,False
400,Ice,Water,110,80,90,95,90,133,False
401,Water,,35,64,85,74,55,100,False
402,Water,,55,104,105,94,75,120,False
403,Water,,55,84,105,114,75,120,False
404,Water,Rock,100,90,130,45,65,123,False
405,Water,,43,30,55,40,65,165,False
406,Dragon,,45,75,60,40,30,118,False
407,Dragon,,65,95,100,60,50,118,False
408,Dragon,Flying,95,135,80,110,80,168,False
409,Dragon,Flying,95,145,130,120,90,188,False
410,Steel,Psychic,40,55,80,35,60,98,False
411,Steel,Psychic,60,75,100,55,80,118,False
412,Steel,Psychic,80,135,130,95,90,138,False
413,Steel,Psychic,80,145,150,105,110,178,False
414,Rock,,80,100,200,50,100,118,True
415,Ice,,80,50,100,100,200,118,True
416,Steel,,80,75,150,75,150,118,True
417,Dragon,Psychic,80,80,90,110,130,178,True
418,Dragon,Psychic,80,100,120,140,150,178,True
419,Dragon,Psychic,80,90,80,130,110,178,True
420,Dragon,Psychic,80,130,100,160,120,178,True
421,Water,,100,100,90,150,140,158,True
422,Water,,100,150,90,180,160,158,True
423,Ground,,100,150,140,100,90,158,True
424,Ground,Fire,100,180,160,150,90,158,True
425,Dragon,Flying,105,150,90,150,90,163,True
426,Dragon,Flying,105,180,100,180,100,183,True
427,Steel,Psychic,100,100,100,100,100,168,True
428,Psychic,,50,150,50,150,50,218,True
429,Psychic,,50,180,20,180,20,218,True
430,Psychic,,50,70,160,70,160,158,True
431,Psychic,,50,95,90,95,90,248,True
432,Grass,,55,68,64,45,55,99,False
433,Grass,,75,89,85,55,65,104,False
434,Grass,Ground,95,109,105,75,85,124,False
435,Fire,,44,58,44,58,44,129,False
436,Fire,Fighting,64,78,52,78,52,149,False
437,Fire,Fighting,76,104,71,104,71,176,False
438,Water,,53,51,53,61,56,108,False
439,Water,,64,66,68,81,76,118,False
440,Water,Steel,84,86,88,111,101,128,False
441,Normal,Flying,40,55,30,30,30,128,False
442,Normal,Flying,55,75,50,40,40,148,False
443,Normal,Flying,85,120,70,50,60,168,False
444,Normal,,59,45,40,35,40,99,False
445,Normal,Water,79,85,60,55,60,139,False
446,Bug,,37,25,41,25,41,93,False
447,Bug,,77,85,51,55,51,133,False
448,Electric,,45,65,34,40,34,113,False
449,Electric,,60,85,49,60,49,128,False
450,Electric,,80,120,79,95,79,138,False
451,Grass,Poison,40,30,35,50,70,123,False
452,Grass,Poison,60,70,65,125,105,158,False
453,Rock,,67,125,40,30,30,126,False
454,Rock,,97,165,60,65,50,126,False
455,Rock,Steel,30,42,118,42,88,98,False
456,Rock,Steel,60,52,168,47,138,98,False
457,Bug,,40,29,45,29,45,104,False
458,Bug,Grass,60,59,85,79,105,104,False
459,Bug,Ground,60,79,105,59,85,104,False
460,Bug,Steel,60,69,95,69,95,104,False
461,Bug,Flying,70,94,50,94,50,134,False
462,Bug,Flying,30,30,42,30,42,138,False
463,Bug,Flying,70,80,102,80,102,108,False
464,Electric,,60,45,70,45,90,163,False
465,Water,,55,65,35,60,30,153,False
466,Water,,85,105,55,85,50,183,False
467,Grass,,45,35,45,62,53,103,False
468,Grass,,70,60,70,87,78,153,False
469,Water,,76,48,48,57,62,102,False
470,Water,Ground,111,83,68,92,82,107,False
471,Normal,,75,100,66,60,66,183,False
472,Ghost,Flying,90,50,34,60,44,138,False
473,Ghost,Flying,150,80,44,90,54,148,False
474,Normal,,55,66,44,44,56,153,False
475,Normal,,65,76,84,54,96,173,False
476,Normal,Fighting,65,136,94,54,96,203,False
477,Ghost,,60,60,60,105,105,173,False
478,Dark,Flying,100,125,52,105,52,139,False
479,Normal,,49,55,42,42,37,153,False
480,Normal,,71,82,64,64,59,180,False
481,Psychic,,45,30,50,65,50,113,False
482,Poison,Dark,63,63,47,41,41,142,False
483,Poison,Dark,103,93,67,71,61,152,False
484,Steel,Psychic,57,24,86,24,86,91,False
485,Steel,Psychic,67,89,116,79,116,101,False
486,Rock,,50,80,95,10,45,78,False
487,Psychic,Fairy,20,25,45,70,90,128,False
488,Normal,,100,5,5,15,65,98,False
489,Normal,Flying,76,65,45,92,42,159,False
490,Ghost,Dark,50,92,108,92,108,103,False
491,Dragon,Ground,58,70,45,40,45,110,False
492,Dragon,Ground,68,90,65,50,55,150,False
493,Dragon,Ground,108,130,95,80,85,170,False
494,Dragon,Ground,108,170,115,120,95,160,False
495,Normal,,135,85,40,40,85,73,False
496,Fighting,,40,70,40,35,40,128,False
497,Fighting,Steel,70,110,70,115,70,158,False
498,Fighting,Steel,70,145,88,140,70,180,False
499,Ground,,68,72,78,38,42,100,False
500,Ground,,108,112,118,68,72,115,False
501,Poison,Bug,40,50,90,30,55,133,False
502,Poison,Dark,70,90,110,60,75,163,False
503,Poison,Fighting,48,61,40,61,40,118,False
504,Poison,Fighting,83,106,65,86,65,153,False
505,Grass,,74,100,72,90,72,114,False
506,Water,,49,49,56,49,61,134,False
507,Water,,69,69,76,69,86,159,False
508,Water,Flying,45,20,50,60,120,118,False
509,Grass,Ice,60,62,50,62,60,108,False
510,Grass,Ice,90,92,75,92,85,128,False
511,Grass,Ice,90,132,105,132,105,98,False
512,Dark,Ice,70,120,65,45,85,193,False
513,Electric,Steel,70,70,115,130,90,128,False
514,Normal,,110,85,95,80,95,118,False
515,Ground,Rock,115,140,130,55,55,108,False
516,Grass,,100,100,125,110,50,118,False
517,Electric,,75,123,67,95,85,163,False
518,Fire,,75,95,67,125,95,151,False
519,Fairy,Flying,85,50,95,120,115,148,False
520,Bug,Flying,86,76,86,116,56,163,False
521,Grass,,65,110,130,60,65,163,False
522,Ice,,65,60,110,130,95,133,False
523,Ground,Flying,75,95,125,45,75,163,False
524,Ice,Ground,110,130,80,70,60,148,False
525,Normal,,85,80,70,135,75,158,False
526,Psychic,Fighting,68,125,65,65,115,148,False
527,Psychic,Fighting,68,165,95,65,115,178,False
528,Rock,Steel,60,55,145,75,150,108,False
529,Ghost,,45,100,135,65,135,113,False
530,Ice,Ghost,70,80,70,80,70,178,False
531,Electric,Ghost,50,50,77,95,77,159,False
532,Electric,Fire,50,65,107,105,107,154,False
533,Electric,Water,50,65,107,105,107,154,False
534,Electric,Ice,50,65,107,105,107,154,False
535,Electric,Flying,50,65,107,105,107,154,False
536,Electric,Grass,50,65,107,105,107,154,False
537,Psychic,,75,75,130,75,130,163,True
538,Psychic,,80,105,105,105,105,148,True
539,Psychic,,75,125,70,125,70,183,True
540,Steel,Dragon,100,120,120,150,100,158,True
541,Water,Dragon,90,120,100,150,120,168,True
542,Fire,Steel,91,90,106,130,106,145,True
543,Normal,,110,160,110,80,110,168,True
544,Ghost,Dragon,150,100,120,100,120,158,True
545,Ghost,Dragon,150,120,100,120,100,158,True
546,Psychic,,120,70,120,75,130,153,False
547,Water,,80,80,80,80,80,148,False
548,Water,,100,100,100,100,100,168,False
549,Dark,,70,90,90,135,90,193,True
550,Grass,,100,100,100,100,100,168,True
551,Grass,Flying,100,103,75,120,75,195,True
552,Normal,,120,120,120,120,120,188,True
553,Psychic,Fire,100,100,100,100,100,168,True
554,Grass,,45,45,55,45,55,131,False
555,Grass,,60,60,75,60,75,151,False
556,Grass,,75,75,95,75,95,181,False
557,Fire,,65,63,45,45,45,113,False
558,Fire,Fighting,90,93,55,70,55,123,False
559,Fire,Fighting,110,123,65,100,65,133,False
560,Water,,55,55,45,63,45,113,False
561,Water,,75,75,60,83,60,128,False
562,Water,,95,100,85,108,70,138,False
563,Normal,,45,55,39,35,39,110,False
564,Normal,,60,85,69,60,69,145,False
565,Normal,,45,60,45,25,45,123,False
566,Normal,,65,80,65,35,65,128,False
567,Normal,,85,110,90,45,90,148,False
568,Dark,,41,50,37,50,37,134,False
569,Dark,,64,88,50,88,50,174,False
570,Grass,,50,53,48,53,48,132,False
571,Grass,,75,98,63,98,63,169,False
572,Fire,,50,53,48,53,48,132,False
573,Fire,,75,98,63,98,63,169,False
574,Water,,50,53,48,53,48,132,False
575,Water,,75,98,63,98,63,169,False
576,Psychic,,76,25,45,67,55,92,False
577,Psychic,,116,55,85,107,95,97,False
578,Normal,Flying,50,55,50,36,30,111,False
579,Normal,Flying,62,77,62,50,42,133,False
580,Normal,Flying,80,115,80,65,55,161,False
581,Electric,,45,60,32,50,32,144,False
582,Electric,,75,100,63,80,63,184,False
583,Rock,,55,75,85,25,25,83,False
584,Rock,,70,105,105,50,40,88,False
585,Rock,,85,135,130,60,80,93,False
586,Psychic,Flying,55,45,43,55,43,140,False
587,Psychic,Flying,67,57,55,77,55,182,False
588,Ground,,60,85,40,30,45,136,False
589,Ground,Steel,110,135,60,50,65,156,False
590,Normal,,103,60,86,60,86,118,False
591,Normal,Fairy,103,60,126,80,126,118,False
592,Fighting,,75,80,55,25,35,103,False
593,Fighting,,85,105,85,40,50,108,False
594,Fighting,,105,140,95,55,65,113,False
595,Water,,50,50,40,50,40,132,False
596,Water,Ground,75,65,55,65,55,137,False
597,Water,Ground,105,95,75,85,75,142,False
598,Fighting,,120,100,85,30,85,113,False
599,Fighting,,75,125,75,30,75,153,False
600,Bug,Grass,45,53,70,40,60,110,False
601,Bug,Grass,55,63,90,50,80,110,False
602,Bug,Grass,75,103,80,70,80,160,False
603,Bug,Poison,30,45,59,30,39,125,False
604,Bug,Poison,40,55,99,40,79,115,False
605,Bug,Poison,60,100,89,55,69,180,False
606,Grass,Fairy,40,27,60,37,50,134,False
607,Grass,Fairy,60,67,85,77,75,184,False
608,Grass,,45,35,50,70,50,98,False
609,Grass,,70,60,75,110,75,158,False
610,Water,,70,92,65,80,55,166,False
611,Ground,Dark,50,72,35,35,35,133,False
612,Ground,Dark,60,82,45,45,45,142,False
613,Ground,Dark,95,117,80,65,70,160,False
