,Type 1,Type 2,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Legendary
112,Ground,,50,50,168,40,50,35,False
113,Ground,,60,80,183,50,80,45,False
114,Fighting,,50,120,126,35,110,87,False
115,Fighting,,50,105,152,35,110,76,False
116,Normal,,90,55,148,60,75,30,False
117,Poison,,40,65,168,60,45,35,False
118,Poison,,65,90,193,85,70,60,False
119,Ground,Rock,80,85,168,30,30,25,False
120,Ground,Rock,105,130,193,45,45,40,False
121,Normal,,250,5,78,35,105,50,False
122,Grass,,65,55,188,100,40,60,False
123,Normal,,105,95,153,40,80,90,False
124,Normal,,105,125,173,60,100,100,False
125,Water,,30,40,143,70,25,60,False
126,Water,,55,65,168,95,45,85,False
127,Water,,45,67,133,35,50,63,False
128,Water,,80,92,138,65,80,68,False
129,Water,,30,45,128,70,55,85,False
130,Water,Psychic,60,75,158,100,85,115,False
131,Psychic,Fairy,40,45,138,100,120,90,False
132,Bug,Flying,70,110,153,55,80,105,False
133,Ice,Psychic,65,50,108,115,95,95,False
134,Electric,,65,83,130,95,85,105,False
135,Fire,,65,95,130,100,85,93,False
136,Bug,,65,125,173,55,70,85,False
137,Bug,Flying,65,155,193,65,90,105,False
138,Normal,,75,100,168,40,70,110,False
139,Water,,20,10,128,15,20,80,False
140,Water,Flying,95,125,152,60,100,81,False
141,Water,Dark,95,155,182,70,130,81,False
142,Water,Ice,130,85,153,85,95,60,False
143,Normal,,48,48,121,48,48,48,False
144,Normal,,55,55,123,45,65,55,False
145,Water,,130,65,133,110,95,65,False
146,Electric,,65,65,133,110,95,130,False
147,Fire,,65,130,133,95,110,65,False
148,Normal,,65,60,143,85,75,40,False
149,Rock,Water,35,40,173,90,55,35,False
150,Rock,Water,70,60,198,115,70,55,False
151,Rock,Water,30,80,163,55,45,55,False
152,Rock,Water,60,115,178,65,70,80,False
153,Rock,Flying,80,105,138,60,75,130,False
154,Rock,Flying,80,135,158,70,95,150,False
155,Normal,,160,110,138,65,110,30,False
156,Ice,Flying,90,85,173,95,125,85,True
157,Electric,Flying,90,90,158,125,90,100,True
158,Fire,Flying,90,100,163,125,85,90,True
159,Dragon,,41,64,118,50,50,50,False
160,Dragon,,61,84,138,70,70,70,False
161,Dragon,Flying,91,134,168,100,100,80,False
162,Psychic,,106,110,163,154,90,130,True
163,Psychic,Fighting,106,190,173,154,100,130,True
164,Psychic,,106,150,143,194,120,140,True
165,Psychic,,100,100,173,100,100,100,False
166,Grass,,45,49,138,49,65,45,False
167,Grass,,60,62,153,63,80,60,False
168,Grass,,80,82,173,83,100,80,False
169,Fire,,39,52,116,60,50,65,False
170,Fire,,58,64,131,80,65,80,False
171,Fire,,78,84,151,109,85,100,False
172,Water,,50,65,137,44,48,43,False
173,Water,,65,80,153,59,63,58,False
174,Water,,85,105,173,79,83,78,False
175,Normal,,35,46,107,35,45,20,False
176,Normal,,85,76,137,45,55,90,False
177,Normal,Flying,60,30,103,36,56,50,False
178,Normal,Flying,100,50,123,76,96,70,False
179,Bug,Flying,40,20,103,40,80,55,False
180,Bug,Flying,55,35,123,55,110,85,False
181,Bug,Poison,40,60,113,40,40,30,False
182,Bug,Poison,70,90,143,60,60,40,False
183,Poison,Flying,85,90,153,70,80,130,False
184,Water,Electric,75,38,111,56,56,67,False
185,Water,Electric,125,58,131,76,76,67,False
186,Electric,,20,40,88,35,35,60,False
187,Fairy,,50,25,101,45,55,15,False
188,Normal,Fairy,90,30,88,40,20,15,False
189,Fairy,,35,20,138,40,65,20,False
190,Fairy,Flying,55,40,158,80,105,40,False
191,Psychic,Flying,40,50,118,70,45,70,False
192,Psychic,Flying,65,75,143,95,70,95,False
193,Electric,,55,40,113,65,45,35,False
194,Electric,,70,55,128,80,60,45,False
195,Electric,,90,75,158,115,90,55,False
196,Electric,Dragon,90,95,178,165,110,45,False
197,Grass,,75,80,168,90,100,50,False
198,Water,Fairy,70,20,123,20,50,40,False
199,Water,Fairy,100,50,153,60,80,50,False
200,Rock,,70,100,188,30,65,30,False
201,Water,,90,75,148,90,100,70,False
202,Grass,Flying,35,35,113,35,55,50,False
203,Grass,Flying,55,45,123,45,65,80,False
204,Grass,Flying,75,55,143,55,95,110,False
205,Normal,,55,70,128,40,55,85,False
206,Grass,,30,30,103,30,30,30,False
207,Grass,,75,75,128,105,85,30,False
208,Bug,Flying,65,65,118,75,45,95,False
209,Water,Ground,55,45,118,25,25,15,False
210,Water,Ground,95,85,158,65,65,35,False
211,Psychic,,65,65,133,130,95,110,False
212,Dark,,95,65,183,60,130,65,False
213,Dark,Flying,60,85,115,85,42,91,False
214,Water,Psychic,95,75,153,100,110,30,False
215,Ghost,,60,60,133,85,85,85,False
216,Psychic,,48,72,121,72,48,48,False
217,Psychic,,190,33,131,33,58,33,False
218,Normal,Psychic,70,80,138,90,65,85,False
219,Bug,,50,65,163,35,35,15,False
220,Bug,Steel,75,90,213,60,60,40,False
221,Normal,,100,70,143,65,65,45,False
222,Ground,Flying,65,75,178,35,65,85,False
223,Steel,Ground,75,85,273,55,65,30,False
224,Steel,Ground,75,125,303,55,95,30,False
225,Fairy,,60,80,123,40,40,30,False
226,Fairy,,90,120,148,60,60,45,False
227,Water,Poison,65,95,148,55,55,85,False
228,Bug,Steel,70,130,173,55,80,65,False
229,Bug,Steel,70,150,213,65,100,75,False
230,Bug,Rock,20,10,303,10,230,5,False
231,Bug,Fighting,80,125,148,40,95,85,False
232,Bug,Fighting,80,185,188,40,105,75,False
233,Dark,Ice,55,95,128,35,75,115,False
234,Normal,,60,80,123,50,50,40,False
235,Normal,,90,130,148,75,75,55,False
236,Fire,,40,40,113,70,40,20,False
237,Fire,Rock,50,50,193,80,80,30,False
238,Ice,Ground,50,50,113,30,30,50,False
239,Ice,Ground,100,100,153,60,60,50,False
240,Water,Rock,55,55,158,65,85,35,False
241,Water,,35,65,108,65,35,65,False
242,Water,,75,105,148,105,75,45,False
243,Ice,Flying,45,55,118,65,45,75,False
244,Water,Flying,65,40,143,80,140,70,False
245,Steel,Flying,65,80,213,40,70,70,False
246,Dark,Fire,45,60,103,80,50,65,False
247,Dark,Fire,75,90,123,110,80,95,False
248,Dark,Fire,75,90,163,140,90,115,False
249,Water,Dragon,75,95,168,95,95,85,False
250,Ground,,90,60,133,40,40,40,False
251,Ground,,90,120,193,60,60,50,False
252,Normal,,85,80,163,105,95,60,False
253,Normal,,73,95,135,85,65,85,False
254,Normal,,55,20,108,20,45,75,False
255,Fighting,,35,35,108,35,35,35,False
256,Fighting,,50,95,168,35,110,70,False
257,Ice,Psychic,45,30,88,85,65,65,False
258,Electric,,45,63,110,65,55,95,False
259,Fire,,45,75,110,70,55,83,False
260,Normal,,95,80,178,40,70,100,False
261,Normal,,255,10,83,75,135,55,False
262,Electric,,90,85,148,115,100,115,True
263,Fire,,115,115,158,90,75,100,True
264,Water,,100,75,188,90,115,85,True
265,Rock,Ground,50,64,123,45,50,41,False
266,Rock,Ground,70,84,143,65,70,51,False
267,Rock,Dark,100,134,183,95,100,61,False
268,Rock,Dark,100,164,223,95,120,71,False
269,Psychic,Flying,106,90,203,90,154,110,True
270,Fire,Flying,106,130,163,110,154,90,True
271,Psychic,Grass,100,100,173,100,100,100,False
272,Grass,,40,45,108,65,55,70,False
273,Grass,,50,65,118,85,65,95,False
274,Grass,,70,85,138,105,85,120,False
275,Grass,Dragon,70,110,148,145,85,145,False
276,Fire,,45,60,113,70,50,45,False
277,Fire,Fighting,60,85,133,85,60,55,False
278,Fire,Fighting,80,120,143,110,70,80,False
279,Fire,Fighting,80,160,153,130,80,100,False
280,Water,,50,70,123,50,50,40,False
281,Water,Ground,70,85,143,60,70,50,False
282,Water,Ground,100,110,163,85,90,60,False
283,Water,Ground,100,150,183,95,110,70,False
284,Dark,,35,55,108,30,30,35,False
285,Dark,,70,90,143,60,60,70,False
286,Normal,,38,30,114,30,41,60,False
287,Normal,,78,70,134,50,61,100,False
288,Bug,,45,45,108,20,30,20,False
289,Bug,,50,35,128,25,25,15,False
290,Bug,Flying,60,70,123,100,50,65,False
291,Bug,,50,35,128,25,25,15,False
292,Bug,Poison,60,50,143,50,90,65,False
293,Water,Grass,40,30,103,40,50,30,False
294,Water,Grass,60,50,123,60,70,50,False
295,Water,Grass,80,70,143,90,100,70,False
296,Grass,,40,40,123,30,30,30,False
297,Grass,Dark,70,70,113,60,40,60,False
298,Grass,Dark,90,100,133,90,60,80,False
299,Normal,Flying,40,55,103,30,30,85,False
300,Normal,Flying,60,85,133,50,50,125,False
301,Water,Flying,40,30,103,55,30,85,False
302,Water,Flying,60,50,173,85,70,65,False
303,Psychic,Fairy,28,25,98,45,35,40,False
304,Psychic,Fairy,38,35,108,65,55,50,False
305,Psychic,Fairy,68,65,138,125,115,80,False
306,Psychic,Fairy,68,85,138,165,135,100,False
307,Bug,Water,40,30,105,50,52,65,False
308,Bug,Flying,70,60,135,80,82,60,False
309,Grass,,60,40,133,40,60,35,False
310,Grass,Fighting,60,130,153,60,60,70,False
311,Normal,,60,60,133,35,35,30,False
312,Normal,,80,80,153,55,55,90,False
313,Normal,,150,160,173,95,65,100,False
314,Bug,Ground,31,45,163,30,30,40,False
315,Bug,Flying,61,90,118,50,50,160,False
316,Bug,Ghost,1,90,118,30,30,40,False
317,Normal,,64,51,96,51,23,28,False
318,Normal,,84,71,116,71,43,48,False
319,Normal,,104,91,136,91,73,68,False
320,Fighting,,72,60,103,20,30,25,False
321,Fighting,,144,120,133,40,60,50,False
322,Normal,Fairy,50,20,113,20,40,20,False
323,Rock,,30,45,208,45,90,30,False
324,Normal,,50,45,118,35,35,50,False
325,Normal,,70,65,138,55,55,70,False
326,Dark,Ghost,50,75,148,65,65,50,False
327,Dark,Ghost,50,85,198,85,115,20,False
328,Steel,Fairy,50,85,158,55,55,50,False
329,Steel,Fairy,50,105,198,55,95,50,False
330,Steel,Rock,50,70,173,40,40,30,False
331,Steel,Rock,60,90,213,50,50,40,False
332,Steel,Rock,70,110,253,60,60,50,False
333,Steel,,70,140,303,60,80,50,False
334,Fighting,Psychic,30,40,128,40,55,60,False
335,Fighting,Psychic,60,60,148,60,75,80,False
336,Fighting,Psychic,60,100,158,80,85,100,False
337,Electric,,40,45,113,65,40,65,False
338,Electric,,70,75,133,105,60,105,False
339,Electric,,70,75,153,135,80,135,False
340,Electric,,60,50,113,85,75,95,False
341,Electric,,60,40,123,75,85,95,False
342,Bug,,65,73,128,47,75,85,False
343,Bug,,65,47,128,73,75,85,False
344,Grass,Poison,50,60,118,100,80,65,False
345,Poison,,70,43,126,43,53,40,False
346,Poison,,100,73,156,73,83,55,False
347,Water,Dark,45,90,93,65,20,65,False
348,Water,Dark,70,120,113,95,40,95,False
349,Water,Dark,70,140,143,110,65,105,False
350,Water,,130,70,108,70,35,60,False
351,Water,,170,90,118,90,45,60,False
352,Fire,Ground,60,60,113,65,45,35,False
353,Fire,Ground,70,100,143,105,75,40,False
354,Fire,Ground,70,120,173,145,105,20,False
355,Fire,,70,85,213,85,70,20,False
356,Psychic,,60,25,108,70,80,60,False
357,Psychic,,80,45,138,90,110,80,False
358,Normal,,60,60,133,60,60,60,False
359,Ground,,45,100,118,45,45,10,False
360,Ground,Dragon,50,70,123,50,50,70,False
361,Ground,Dragon,80,100,153,80,80,100,False
362,Grass,,50,85,113,85,40,35,False
363,Grass,Dark,70,115,133,115,60,55,False
364,Normal,Flying,45,40,133,40,75,50,False
365,Dragon,Flying,75,70,163,70,105,80,False
366,Dragon,Fairy,75,110,183,110,105,80,False
367,Normal,,73,115,133,60,60,90,False
368,Poison,,73,100,133,100,60,65,False
369,Rock,Psychic,70,55,138,95,85,70,False
370,Rock,Psychic,70,95,158,55,65,70,False
371,Water,Ground,50,48,116,46,41,60,False
372,Water,Ground,110,78,146,76,71,60,False
373,Water,,43,80,138,50,35,35,False
374,Water,Dark,63,120,158,90,55,55,False
375,Ground,Psychic,40,40,128,40,70,55,False
376,Ground,Psychic,60,70,178,70,120,75,False
377,Rock,Grass,66,41,150,61,87,23,False
378,Rock,Grass,86,81,170,81,107,43,False
379,Rock,Bug,45,95,123,40,50,75,False
380,Rock,Bug,75,125,173,70,80,45,False
381,Water,,20,15,93,10,55,80,False
382,Water,,95,60,152,100,125,81,False
383,Normal,,70,70,143,70,70,70,False
384,Normal,,60,90,143,60,120,40,False
385,Ghost,,44,75,108,63,33,45,False
386,Ghost,,64,115,138,83,63,65,False
387,Ghost,,64,165,148,93,83,75,False
388,Ghost,,20,40,163,30,90,25,False
389,Ghost,,40,70,203,60,130,25,False
390,Grass,Flying,99,68,156,72,87,51,False
391,Psychic,,65,50,143,95,80,65,False
392,Dark,,65,130,133,75,60,75,False
393,Dark,,65,150,133,115,60,115,False
394,Psychic,,95,23,121,23,48,23,False
395,Ice,,50,50,123,50,50,50,False
396,Ice,,80,80,153,80,80,80,False
397,Ice,,80,120,153,120,80,100,False
398,Ice,Water,70,40,123,55,50,25,False
399,Ice,Water,90,60,143,75,70,45,False
400,Ice,Water,110,80,163,95,90,65,False
401,Water,,35,64,158,74,55,32,False
402,Water,,55,104,178,94,75,52,False
403,Water,,55,84,178,114,75,52,False
404,Water,Rock,100,90,203,45,65,55,False
405,Water,,43,30,128,40,65,97,False
406,Dragon,,45,75,133,40,30,50,False
407,Dragon,,65,95,173,60,50,50,False
408,Dragon,Flying,95,135,153,110,80,100,False
409,Dragon,Flying,95,145,203,120,90,120,False
410,Steel,Psychic,40,55,153,35,60,30,False
411,Steel,Psychic,60,75,173,55,80,50,False
412,Steel,Psychic,80,135,203,95,90,70,False
413,Steel,Psychic,80,145,223,105,110,110,False
414,Rock,,80,100,273,50,100,50,True
415,Ice,,80,50,173,100,200,50,True
416,Steel,,80,75,223,75,150,50,True
417,Dragon,Psychic,80,80,163,110,130,110,True
418,Dragon,Psychic,80,100,193,140,150,110,True
419,Dragon,Psychic,80,90,153,130,110,110,True
420,Dragon,Psychic,80,130,173,160,120,110,True
421,Water,,100,100,163,150,140,90,True
422,Water,,100,150,163,180,160,90,True
423,Ground,,100,150,213,100,90,90,True
424,Ground,Fire,100,180,233,150,90,90,True
425,Dragon,Flying,105,150,163,150,90,95,True
426,Dragon,Flying,105,180,173,180,100,115,True
427,Steel,Psychic,100,100,173,100,100,100,True
428,Psychic,,50,150,123,150,50,150,True
429,Psychic,,50,180,93,180,20,150,True
430,Psychic,,50,70,233,70,160,90,True
431,Psychic,,50,95,163,95,90,180,True
432,Grass,,55,68,137,45,55,31,False
433,Grass,,75,89,158,55,65,36,False
434,Grass,Ground,95,109,178,75,85,56,False
435,Fire,,44,58,117,58,44,61,False
436,Fire,Fighting,64,78,125,78,52,81,False
437,Fire,Fighting,76,104,144,104,71,108,False
438,Water,,53,51,126,61,56,40,False
439,Water,,64,66,141,81,76,50,False
440,Water,Steel,84,86,161,111,101,60,False
441,Normal,Flying,40,55,103,30,30,60,False
442,Normal,Flying,55,75,123,40,40,80,False
443,Normal,Flying,85,120,143,50,60,100,False
444,Normal,,59,45,113,35,40,31,False
445,Normal,Water,79,85,133,55,60,71,False
446,Bug,,37,25,114,25,41,25,False
447,Bug,,77,85,124,55,51,65,False
448,Electric,,45,65,107,40,34,45,False
449,Electric,,60,85,122,60,49,60,False
450,Electric,,80,120,152,95,79,70,False
451,Grass,Poison,40,30,108,50,70,55,False
452,Grass,Poison,60,70,138,125,105,90,False
453,Rock,,67,125,113,30,30,58,False
454,Rock,,97,165,133,65,50,58,False
455,Rock,Steel,30,42,191,42,88,30,False
456,Rock,Steel,60,52,241,47,138,30,False
457,Bug,,40,29,118,29,45,36,False
458,Bug,Grass,60,59,158,79,105,36,False
459,Bug,Ground,60,79,178,59,85,36,False
460,Bug,Steel,60,69,168,69,95,36,False
461,Bug,Flying,70,94,123,94,50,66,False
462,Bug,Flying,30,30,115,30,42,70,False
463,Bug,Flying,70,80,175,80,102,40,False
464,Electric,,60,45,143,45,90,95,False
465,Water,,55,65,108,60,30,85,False
466,Water,,85,105,128,85,50,115,False
467,Grass,,45,35,118,62,53,35,False
468,Grass,,70,60,143,87,78,85,False
469,Water,,76,48,121,57,62,34,False
470,Water,Ground,111,83,141,92,82,39,False
471,Normal,,75,100,139,60,66,115,False
472,Ghost,Flying,90,50,107,60,44,70,False
473,Ghost,Flying,150,80,117,90,54,80,False
474,Normal,,55,66,117,44,56,85,False
475,Normal,,65,76,157,54,96,105,False
476,Normal,Fighting,65,136,167,54,96,135,False
477,Ghost,,60,60,133,105,105,105,False
478,Dark,Flying,100,125,125,105,52,71,False
479,Normal,,49,55,115,42,37,85,False
480,Normal,,71,82,137,64,59,112,False
481,Psychic,,45,30,123,65,50,45,False
482,Poison,Dark,63,63,120,41,41,74,False
483,Poison,Dark,103,93,140,71,61,84,False
484,Steel,Psychic,57,24,159,24,86,23,False
485,Steel,Psychic,67,89,189,79,116,33,False
486,Rock,,50,80,168,10,45,10,False
487,Psychic,Fairy,20,25,118,70,90,60,False
488,Normal,,100,5,78,15,65,30,False
489,Normal,Flying,76,65,118,92,42,91,False
490,Ghost,Dark,50,92,181,92,108,35,False
491,Dragon,Ground,58,70,118,40,45,42,False
492,Dragon,Ground,68,90,138,50,55,82,False
493,Dragon,Ground,108,130,168,80,85,102,False
494,Dragon,Ground,108,170,188,120,95,92,False
495,Normal,,135,85,113,40,85,5,False
496,Fighting,,40,70,113,35,40,60,False
497,Fighting,Steel,70,110,143,115,70,90,False
498,Fighting,Steel,70,145,161,140,70,112,False
499,Ground,,68,72,151,38,42,32,False
500,Ground,,108,112,191,68,72,47,False
501,Poison,Bug,40,50,163,30,55,65,False
502,Poison,Dark,70,90,183,60,75,95,False
503,Poison,Fighting,48,61,113,61,40,50,False
504,Poison,Fighting,83,106,138,86,65,85,False
505,Grass,,74,100,145,90,72,46,False
506,Water,,49,49,129,49,61,66,False
507,Water,,69,69,149,69,86,91,False
508,Water,Flying,45,20,123,60,120,50,False
509,Grass,Ice,60,62,123,62,60,40,False
510,Grass,Ice,90,92,148,92,85,60,False
511,Grass,Ice,90,132,178,132,105,30,False
512,Dark,Ice,70,120,138,45,85,125,False
513,Electric,Steel,70,70,188,130,90,60,False
514,Normal,,110,85,168,80,95,50,False
515,Ground,Rock,115,140,203,55,55,40,False
516,Grass,,100,100,198,110,50,50,False
517,Electric,,75,123,140,95,85,95,False
518,Fire,,75,95,140,125,95,83,False
519,Fairy,Flying,85,50,168,120,115,80,False
520,Bug,Flying,86,76,159,116,56,95,False
521,Grass,,65,110,203,60,65,95,False
522,Ice,,65,60,183,130,95,65,False
523,Ground,Flying,75,95,198,45,75,95,False
524,Ice,Ground,110,130,153,70,60,80,False
525,Normal,,85,80,143,135,75,90,False
526,Psychic,Fighting,68,125,138,65,115,80,False
527,Psychic,Fighting,68,165,168,65,115,110,False
528,Rock,Steel,60,55,218,75,150,40,False
529,Ghost,,45,100,208,65,135,45,False
530,Ice,Ghost,70,80,143,80,70,110,False
531,Electric,Ghost,50,50,150,95,77,91,False
532,Electric,Fire,50,65,180,105,107,86,False
533,Electric,Water,50,65,180,105,107,86,False
534,Electric,Ice,50,65,180,105,107,86,False
535,Electric,Flying,50,65,180,105,107,86,False
536,Electric,Grass,50,65,180,105,107,86,False
537,Psychic,,75,75,203,75,130,95,True
538,Psychic,,80,105,178,105,105,80,True
539,Psychic,,75,125,143,125,70,115,True
540,Steel,Dragon,100,120,193,150,100,90,True
541,Water,Dragon,90,120,173,150,120,100,True
542,Fire,Steel,91,90,179,130,106,77,True
543,Normal,,110,160,183,80,110,100,True
544,Ghost,Dragon,150,100,193,100,120,90,True
545,Ghost,Dragon,150,120,173,120,100,90,True
546,Psychic,,120,70,193,75,130,85,False
547,Water,,80,80,153,80,80,80,False
548,Water,,100,100,173,100,100,100,False
549,Dark,,70,90,163,135,90,125,True
550,Grass,,100,100,173,100,100,100,True
551,Grass,Flying,100,103,148,120,75,127,True
552,Normal,,120,120,193,120,120,120,True
553,Psychic,Fire,100,100,173,100,100,100,True
554,Grass,,45,45,128,45,55,63,False
555,Grass,,60,60,148,60,75,83,False
556,Grass,,75,75,168,75,95,113,False
557,Fire,,65,63,118,45,45,45,False
558,Fire,Fighting,90,93,128,70,55,55,False
559,Fire,Fighting,110,123,138,100,65,65,False
560,Water,,55,55,118,63,45,45,False
561,Water,,75,75,133,83,60,60,False
562,Water,,95,100,158,108,70,70,False
563,Normal,,45,55,112,35,39,42,False
564,Normal,,60,85,142,60,69,77,False
565,Normal,,45,60,118,25,45,55,False
566,Normal,,65,80,138,35,65,60,False
567,Normal,,85,110,163,45,90,80,False
568,Dark,,41,50,110,50,37,66,False
569,Dark,,64,88,123,88,50,106,False
570,Grass,,50,53,121,53,48,64,False
571,Grass,,75,98,136,98,63,101,False
572,Fire,,50,53,121,53,48,64,False
573,Fire,,75,98,136,98,63,101,False
574,Water,,50,53,121,53,48,64,False
575,Water,,75,98,136,98,63,101,False
576,Psychic,,76,25,118,67,55,24,False
577,Psychic,,116,55,158,107,95,29,False
578,Normal,Flying,50,55,123,36,30,43,False
579,Normal,Flying,62,77,135,50,42,65,False
580,Normal,Flying,80,115,153,65,55,93,False
581,Electric,,45,60,105,50,32,76,False
582,Electric,,75,100,136,80,63,116,False
583,Rock,,55,75,158,25,25,15,False
584,Rock,,70,105,178,50,40,20,False
585,Rock,,85,135,203,60,80,25,False
586,Psychic,Flying,55,45,116,55,43,72,False
587,Psychic,Flying,67,57,128,77,55,114,False
588,Ground,,60,85,113,30,45,68,False
589,Ground,Steel,110,135,133,50,65,88,False
590,Normal,,103,60,159,60,86,50,False
591,Normal,Fairy,103,60,199,80,126,50,False
592,Fighting,,75,80,128,25,35,35,False
593,Fighting,,85,105,158,40,50,40,False
594,Fighting,,105,140,168,55,65,45,False
595,Water,,50,50,113,50,40,64,False
596,Water,Ground,75,65,128,65,55,69,False
597,Water,Ground,105,95,148,85,75,74,False
598,Fighting,,120,100,158,30,85,45,False
599,Fighting,,75,125,148,30,75,85,False
600,Bug,Grass,45,53,143,40,60,42,False
601,Bug,Grass,55,63,163,50,80,42,False
602,Bug,Grass,75,103,153,70,80,92,False
603,Bug,Poison,30,45,132,30,39,57,False
604,Bug,Poison,40,55,172,40,79,47,False
605,Bug,Poison,60,100,162,55,69,112,False
606,Grass,Fairy,40,27,133,37,50,66,False
607,Grass,Fairy,60,67,158,77,75,116,False
608,Grass,,45,35,123,70,50,30,False
609,Grass,,70,60,148,110,75,90,False
610,Water,,70,92,138,80,55,98,False
611,Ground,Dark,50,72,108,35,35,65,False
612,Ground,Dark,60,82,118,45,45,74,False
613,Ground,Dark,95,117,153,65,70,92,False
